enter_cat,following_cat,nb_cus_cross,nb_cus_enter,nb_cus_follow,nb_customer_tot,confidence,expected,lift
PRODUCT > FROZEN FISH,PRODUCT > MAYONNAISE,1,83,64,11811,1.0,1.0,2.2
PRODUCT > PACKAGED FRUIT/VEGETABLES,PRODUCT > MAYONNAISE,1,93,64,11811,1.0,1.0,2.0
PRODUCT > BEVERAGES,PRODUCT > MAYONNAISE,1,159,64,11811,1.0,1.0,1.2
PRODUCT > ICE CREAM,PRODUCT > MAYONNAISE,2,148,64,11811,1.0,1.0,2.5
PRODUCT > FROZEN MEALS,PRODUCT > MAYONNAISE,1,176,64,11811,1.0,1.0,1.0
PRODUCT > MISC. BEVERAGES,PRODUCT > MAYONNAISE,1,165,64,11811,1.0,1.0,1.1
PRODUCT > CURD,PRODUCT > MAYONNAISE,2,376,64,11811,1.0,1.0,1.0
PRODUCT > CANDY,PRODUCT > MAYONNAISE,1,170,64,11811,1.0,1.0,1.1
"PRODUCT > CREAM CHEESE ",PRODUCT > MAYONNAISE,2,281,64,11811,1.0,1.0,1.3
PRODUCT > NEWSPAPERS,PRODUCT > PHOTO/FILM,2,378,33,11811,1.0,0.0,1.9
PRODUCT > SPECIALTY CHOCOLATE,PRODUCT > PHOTO/FILM,1,171,33,11811,1.0,0.0,2.1
PRODUCT > BAKING POWDER,PRODUCT > PHOTO/FILM,1,117,33,11811,1.0,0.0,3.1
PRODUCT > HYGIENE ARTICLES,PRODUCT > PHOTO/FILM,2,183,33,11811,1.0,0.0,3.9
PRODUCT > BEVERAGES,PRODUCT > PHOTO/FILM,1,159,33,11811,1.0,0.0,2.3
PRODUCT > GRAPES,PRODUCT > PHOTO/FILM,1,156,33,11811,1.0,0.0,2.3
PRODUCT > SHOPPING BAGS,PRODUCT > PHOTO/FILM,3,442,33,11811,1.0,0.0,2.4
PRODUCT > PACKAGED FRUIT/VEGETABLES,PRODUCT > POT PLANTS,1,93,88,11811,1.0,1.0,1.4
PRODUCT > BOTTLED BEER,PRODUCT > POT PLANTS,4,421,88,11811,1.0,1.0,1.3
PRODUCT > HERBS,PRODUCT > POT PLANTS,1,108,88,11811,1.0,1.0,1.2
"PRODUCT > ROLL PRODUCTS ",PRODUCT > POT PLANTS,1,67,88,11811,1.0,1.0,2.0
PRODUCT > NEWSPAPERS,PRODUCT > POT PLANTS,4,378,88,11811,1.0,1.0,1.4
PRODUCT > HYGIENE ARTICLES,PRODUCT > POT PLANTS,2,183,88,11811,1.0,1.0,1.5
PRODUCT > CHOCOLATE,PRODUCT > POT PLANTS,3,270,88,11811,1.0,1.0,1.5
PRODUCT > CANNED VEGETABLES,PRODUCT > POT PLANTS,1,79,88,11811,1.0,1.0,1.7
PRODUCT > LONG LIFE BAKERY PRODUCT,PRODUCT > POT PLANTS,2,224,88,11811,1.0,1.0,1.2
PRODUCT > SEASONAL PRODUCTS,PRODUCT > POT PLANTS,1,77,88,11811,1.0,1.0,1.7
PRODUCT > SEMI-FINISHED BREAD,PRODUCT > POT PLANTS,1,122,88,11811,1.0,1.0,1.1
PRODUCT > PACKAGED FRUIT/VEGETABLES,PRODUCT > WHITE WINE,1,93,115,11811,1.0,1.0,1.1
PRODUCT > DETERGENT,PRODUCT > WHITE WINE,1,106,115,11811,1.0,1.0,1.0
PRODUCT > SPREAD CHEESE,PRODUCT > WHITE WINE,1,81,115,11811,1.0,1.0,1.3
PRODUCT > BOTTLED WATER,PRODUCT > WHITE WINE,7,685,115,11811,1.0,1.0,1.0
PRODUCT > FRUIT/VEGETABLE JUICE,PRODUCT > WHITE WINE,5,456,115,11811,1.0,1.0,1.1
PRODUCT > CHOCOLATE,PRODUCT > WHITE WINE,4,270,115,11811,1.0,1.0,1.5
PRODUCT > CAT FOOD,PRODUCT > WHITE WINE,2,156,115,11811,1.0,1.0,1.3
PRODUCT > BOTTLED BEER,PRODUCT > WHITE WINE,4,421,115,11811,1.0,1.0,1.0
PRODUCT > SEASONAL PRODUCTS,PRODUCT > WHITE WINE,1,77,115,11811,1.0,1.0,1.3
PRODUCT > FROZEN DESSERT,PRODUCT > WHITE WINE,1,67,115,11811,1.0,1.0,1.5
PRODUCT > PACKAGED FRUIT/VEGETABLES,PRODUCT > CANNED FISH,1,93,99,11811,1.0,1.0,1.3
PRODUCT > PASTA,PRODUCT > CANNED FISH,1,98,99,11811,1.0,1.0,1.2
PRODUCT > DISHES,PRODUCT > CANNED FISH,1,80,99,11811,1.0,1.0,1.5
PRODUCT > DETERGENT,PRODUCT > CANNED FISH,1,106,99,11811,1.0,1.0,1.1
PRODUCT > SPREAD CHEESE,PRODUCT > CANNED FISH,1,81,99,11811,1.0,1.0,1.5
PRODUCT > SALT,PRODUCT > CANNED FISH,1,73,99,11811,1.0,1.0,1.6
PRODUCT > BROWN BREAD,PRODUCT > CANNED FISH,4,438,99,11811,1.0,1.0,1.1
PRODUCT > RED/BLUSH WINE,PRODUCT > CANNED FISH,1,118,99,11811,1.0,1.0,1.0
PRODUCT > NAPKINS,PRODUCT > CANNED FISH,3,281,99,11811,1.0,1.0,1.3
PRODUCT > SUGAR,PRODUCT > CANNED FISH,2,221,99,11811,1.0,1.0,1.1
PRODUCT > FRUIT/VEGETABLE JUICE,PRODUCT > CANNED FISH,6,456,99,11811,1.0,1.0,1.6
PRODUCT > CANNED VEGETABLES,PRODUCT > CANNED FISH,1,79,99,11811,1.0,1.0,1.5
PRODUCT > FROZEN DESSERT,PRODUCT > CHEWING GUM,1,67,135,11811,1.0,1.0,1.3
PRODUCT > HYGIENE ARTICLES,PRODUCT > CHEWING GUM,2,183,135,11811,1.0,1.0,1.0
PRODUCT > CANDY,PRODUCT > CHEWING GUM,2,170,135,11811,1.0,1.0,1.0
PRODUCT > MISC. BEVERAGES,PRODUCT > CHEWING GUM,2,165,135,11811,1.0,1.0,1.1
PRODUCT > SPECIALTY CHOCOLATE,PRODUCT > CHEWING GUM,2,171,135,11811,1.0,1.0,1.0
PRODUCT > SALTY SNACK,PRODUCT > CHEWING GUM,3,208,135,11811,1.0,1.0,1.3
PRODUCT > SPECIALTY BAR,PRODUCT > CHEWING GUM,2,144,135,11811,1.0,1.0,1.2
PRODUCT > PORK,PRODUCT > CURD CHEESE,2,389,38,11811,1.0,0.0,1.6
PRODUCT > FROZEN MEALS,PRODUCT > CURD CHEESE,1,176,38,11811,1.0,0.0,1.8
PRODUCT > FROZEN FISH,PRODUCT > CURD CHEESE,1,83,38,11811,1.0,0.0,3.7
"PRODUCT > CREAM CHEESE ",PRODUCT > CURD CHEESE,2,281,38,11811,1.0,0.0,2.2
PRODUCT > SPREAD CHEESE,PRODUCT > CURD CHEESE,1,81,38,11811,1.0,0.0,3.8
PRODUCT > CAT FOOD,PRODUCT > CURD CHEESE,1,156,38,11811,1.0,0.0,2.0
PRODUCT > CANNED FISH,PRODUCT > CURD CHEESE,1,96,38,11811,1.0,0.0,3.2
PRODUCT > SLICED CHEESE,PRODUCT > CURD CHEESE,2,166,38,11811,1.0,0.0,3.7
PRODUCT > CAKE BAR,PRODUCT > CURD CHEESE,1,87,38,11811,1.0,0.0,3.6
PRODUCT > HYGIENE ARTICLES,PRODUCT > DECALCIFIER,1,183,10,11811,1.0,0.0,6.5
PRODUCT > FROZEN DESSERT,PRODUCT > DECALCIFIER,1,67,10,11811,1.0,0.0,17.6
PRODUCT > SPECIALTY CHOCOLATE,PRODUCT > DECALCIFIER,1,171,10,11811,1.0,0.0,6.9
PRODUCT > NEWSPAPERS,PRODUCT > DENTAL CARE,2,378,36,11811,1.0,0.0,1.7
PRODUCT > HYGIENE ARTICLES,PRODUCT > DENTAL CARE,2,183,36,11811,1.0,0.0,3.6
PRODUCT > CANDY,PRODUCT > DENTAL CARE,1,170,36,11811,1.0,0.0,1.9
PRODUCT > OIL,PRODUCT > DENTAL CARE,1,194,36,11811,1.0,0.0,1.7
PRODUCT > LONG LIFE BAKERY PRODUCT,PRODUCT > DENTAL CARE,2,224,36,11811,1.0,0.0,2.9
PRODUCT > PACKAGED FRUIT/VEGETABLES,PRODUCT > FROZEN FISH,1,93,77,11811,1.0,1.0,1.6
"PRODUCT > CREAM CHEESE ",PRODUCT > FROZEN FISH,3,281,77,11811,1.0,1.0,1.6
PRODUCT > HARD CHEESE,PRODUCT > FROZEN FISH,2,167,77,11811,1.0,1.0,1.8
PRODUCT > SLICED CHEESE,PRODUCT > FROZEN FISH,2,166,77,11811,1.0,1.0,1.8
PRODUCT > SUGAR,PRODUCT > FROZEN FISH,2,221,77,11811,1.0,1.0,1.4
PRODUCT > CANNED FISH,PRODUCT > FROZEN FISH,1,96,77,11811,1.0,1.0,1.6
PRODUCT > DESSERT,PRODUCT > FROZEN FISH,2,261,77,11811,1.0,1.0,1.2
PRODUCT > WHITE WINE,PRODUCT > FROZEN FISH,1,106,77,11811,1.0,1.0,1.4
PRODUCT > MARGARINE,PRODUCT > FROZEN FISH,3,386,77,11811,1.0,1.0,1.2
"PRODUCT > ROLL PRODUCTS ",PRODUCT > FROZEN FISH,1,67,77,11811,1.0,1.0,2.3
"PRODUCT > ROLL PRODUCTS ",PRODUCT > HARD CHEESE,1,67,181,11811,1.0,2.0,1.0
PRODUCT > CANDY,PRODUCT > LIGHT BULBS,1,170,19,11811,1.0,0.0,3.7
PRODUCT > NAPKINS,PRODUCT > LIGHT BULBS,2,281,19,11811,1.0,0.0,4.4
PRODUCT > HYGIENE ARTICLES,PRODUCT > LIGHT BULBS,1,183,19,11811,1.0,0.0,3.4
PRODUCT > HAM,PRODUCT > LIGHT BULBS,1,184,19,11811,1.0,0.0,3.4
PRODUCT > SPECIALTY CHOCOLATE,PRODUCT > LIGHT BULBS,1,171,19,11811,1.0,0.0,3.6
PRODUCT > CAKE BAR,PRODUCT > LIGHT BULBS,1,87,19,11811,1.0,0.0,7.1
PRODUCT > PROCESSED CHEESE,PRODUCT > NUTS/PRUNES,1,110,23,11811,1.0,0.0,4.7
PRODUCT > SEMI-FINISHED BREAD,PRODUCT > NUTS/PRUNES,1,122,23,11811,1.0,0.0,4.2
PRODUCT > PIP FRUIT,PRODUCT > NUTS/PRUNES,3,511,23,11811,1.0,0.0,3.0
PRODUCT > CONDENSED MILK,PRODUCT > NUTS/PRUNES,1,70,23,11811,1.0,0.0,7.3
PRODUCT > BAKING POWDER,PRODUCT > READY SOUPS,1,117,10,11811,1.0,0.0,10.1
"PRODUCT > ROLL PRODUCTS ",PRODUCT > SOFT CHEESE,1,67,128,11811,1.0,1.0,1.4
PRODUCT > WHITE BREAD,PRODUCT > SOFT CHEESE,4,283,128,11811,1.0,1.0,1.3
PRODUCT > FROZEN VEGETABLES,PRODUCT > SOFT CHEESE,4,332,128,11811,1.0,1.0,1.1
PRODUCT > CONDENSED MILK,PRODUCT > SOFT CHEESE,1,70,128,11811,1.0,1.0,1.3
PRODUCT > ICE CREAM,PRODUCT > SOFT CHEESE,2,148,128,11811,1.0,1.0,1.2
PRODUCT > DOMESTIC EGGS,PRODUCT > SOFT CHEESE,5,444,128,11811,1.0,1.0,1.0
PRODUCT > FROZEN FISH,PRODUCT > SOFT CHEESE,1,83,128,11811,1.0,1.0,1.1
PRODUCT > SPREAD CHEESE,PRODUCT > SOFT CHEESE,1,81,128,11811,1.0,1.0,1.1
PRODUCT > POT PLANTS,PRODUCT > SOFT CHEESE,1,76,128,11811,1.0,1.0,1.2
PRODUCT > WHIPPED/SOUR CREAM,PRODUCT > SOFT CHEESE,7,492,128,11811,1.0,1.0,1.3
PRODUCT > OIL,PRODUCT > CANNED FRUIT,1,194,20,11811,1.0,0.0,3.0
PRODUCT > BAKING POWDER,PRODUCT > COCOA DRINKS,1,117,16,11811,1.0,0.0,6.3
PRODUCT > OIL,PRODUCT > COCOA DRINKS,1,194,16,11811,1.0,0.0,3.8
PRODUCT > PASTA,PRODUCT > COCOA DRINKS,1,98,16,11811,1.0,0.0,7.5
PRODUCT > SPECIALTY CHOCOLATE,PRODUCT > COCOA DRINKS,1,171,16,11811,1.0,0.0,4.3
PRODUCT > MARGARINE,PRODUCT > COCOA DRINKS,3,386,16,11811,1.0,0.0,5.7
PRODUCT > RED/BLUSH WINE,PRODUCT > DISH CLEANER,1,118,71,11811,1.0,1.0,1.4
PRODUCT > SHOPPING BAGS,PRODUCT > DISH CLEANER,4,442,71,11811,1.0,1.0,1.5
PRODUCT > DISHES,PRODUCT > DISH CLEANER,1,80,71,11811,1.0,1.0,2.1
PRODUCT > CANDY,PRODUCT > DISH CLEANER,1,170,71,11811,1.0,1.0,1.0
PRODUCT > GRAPES,PRODUCT > DISH CLEANER,1,156,71,11811,1.0,1.0,1.1
PRODUCT > CAKE BAR,PRODUCT > DISH CLEANER,1,87,71,11811,1.0,1.0,1.9
PRODUCT > HARD CHEESE,PRODUCT > DISH CLEANER,1,167,71,11811,1.0,1.0,1.0
PRODUCT > NAPKINS,PRODUCT > DISH CLEANER,3,281,71,11811,1.0,1.0,1.8
PRODUCT > CAT FOOD,PRODUCT > DISH CLEANER,2,156,71,11811,1.0,1.0,2.1
PRODUCT > CHOCOLATE,PRODUCT > DISH CLEANER,3,270,71,11811,1.0,1.0,1.8
PRODUCT > LONG LIFE BAKERY PRODUCT,PRODUCT > DISH CLEANER,2,224,71,11811,1.0,1.0,1.5
PRODUCT > COFFEE,PRODUCT > DISH CLEANER,2,350,71,11811,1.0,1.0,1.0
PRODUCT > WAFFLES,PRODUCT > DISH CLEANER,3,224,71,11811,1.0,1.0,2.2
PRODUCT > CANNED BEER,PRODUCT > DISH CLEANER,2,310,71,11811,1.0,1.0,1.1
PRODUCT > PICKLED VEGETABLES,PRODUCT > DISH CLEANER,1,122,71,11811,1.0,1.0,1.4
PRODUCT > MISC. BEVERAGES,PRODUCT > DISH CLEANER,1,165,71,11811,1.0,1.0,1.0
PRODUCT > SPECIALTY BAR,PRODUCT > DISH CLEANER,1,144,71,11811,1.0,1.0,1.2
PRODUCT > CHEWING GUM,PRODUCT > MEAT SPREADS,1,116,34,11811,1.0,0.0,3.0
PRODUCT > FLOUR,PRODUCT > MEAT SPREADS,1,123,34,11811,1.0,0.0,2.8
PRODUCT > CANNED FISH,PRODUCT > MEAT SPREADS,1,96,34,11811,1.0,0.0,3.6
PRODUCT > PICKLED VEGETABLES,PRODUCT > MEAT SPREADS,1,122,34,11811,1.0,0.0,2.8
PRODUCT > CAKE BAR,PRODUCT > MEAT SPREADS,1,87,34,11811,1.0,0.0,4.0
PRODUCT > SPECIALTY CHOCOLATE,PRODUCT > MEAT SPREADS,1,171,34,11811,1.0,0.0,2.0
PRODUCT > SPECIALTY BAR,PRODUCT > MEAT SPREADS,1,144,34,11811,1.0,0.0,2.4
"PRODUCT > CREAM CHEESE ",PRODUCT > MEAT SPREADS,2,281,34,11811,1.0,0.0,2.5
PRODUCT > MUSTARD,PRODUCT > MEAT SPREADS,1,84,34,11811,1.0,0.0,4.1
PRODUCT > BOTTLED WATER,PRODUCT > MEAT SPREADS,4,685,34,11811,1.0,0.0,2.0
PRODUCT > FROZEN DESSERT,PRODUCT > BAKING POWDER,1,67,118,11811,1.0,1.0,1.5
PRODUCT > SEASONAL PRODUCTS,PRODUCT > BAKING POWDER,1,77,118,11811,1.0,1.0,1.3
PRODUCT > COFFEE,PRODUCT > BAKING POWDER,5,350,118,11811,1.0,1.0,1.4
PRODUCT > CHOCOLATE,PRODUCT > BAKING POWDER,3,270,118,11811,1.0,1.0,1.1
PRODUCT > SALTY SNACK,PRODUCT > BAKING POWDER,2,208,118,11811,1.0,1.0,1.0
PRODUCT > DETERGENT,PRODUCT > FROZEN FRUITS,1,106,9,11811,1.0,0.0,12.4
PRODUCT > PROCESSED CHEESE,PRODUCT > FROZEN FRUITS,1,110,9,11811,1.0,0.0,11.9
PRODUCT > WHITE BREAD,PRODUCT > SLICED CHEESE,4,283,171,11811,1.0,1.0,1.0
"PRODUCT > ROLL PRODUCTS ",PRODUCT > SLICED CHEESE,1,67,171,11811,1.0,1.0,1.0
PRODUCT > SEASONAL PRODUCTS,PRODUCT > SPECIALTY BAR,1,77,150,11811,1.0,1.0,1.0
PRODUCT > ICE CREAM,PRODUCT > SPECIALTY BAR,2,148,150,11811,1.0,1.0,1.1
PRODUCT > PICKLED VEGETABLES,PRODUCT > SPECIALTY FAT,1,122,21,11811,1.0,0.0,4.6
PRODUCT > PASTA,PRODUCT > SPECIALTY FAT,1,98,21,11811,1.0,0.0,5.7
PRODUCT > HARD CHEESE,PRODUCT > SPECIALTY FAT,1,167,21,11811,1.0,0.0,3.4
PRODUCT > SALT,PRODUCT > SPECIALTY FAT,1,73,21,11811,1.0,0.0,7.7
PRODUCT > CAT FOOD,PRODUCT > SPECIALTY FAT,1,156,21,11811,1.0,0.0,3.6
PRODUCT > MARGARINE,PRODUCT > SPECIALTY FAT,3,386,21,11811,1.0,0.0,4.4
PRODUCT > PACKAGED FRUIT/VEGETABLES,PRODUCT > SPECIALTY FAT,1,93,21,11811,1.0,0.0,6.0
PRODUCT > SPECIALTY BAR,PRODUCT > SPECIALTY FAT,1,144,21,11811,1.0,0.0,3.9
PRODUCT > DESSERT,PRODUCT > SPREAD CHEESE,2,261,70,11811,1.0,1.0,1.3
PRODUCT > UHT-MILK,PRODUCT > SPREAD CHEESE,3,240,70,11811,1.0,1.0,2.1
PRODUCT > FROZEN VEGETABLES,PRODUCT > SPREAD CHEESE,3,332,70,11811,1.0,1.0,1.5
PRODUCT > WHITE BREAD,PRODUCT > SPREAD CHEESE,2,283,70,11811,1.0,1.0,1.2
PRODUCT > ROLLS/BUNS,PRODUCT > SPREAD CHEESE,7,1139,70,11811,1.0,1.0,1.0
PRODUCT > CONDENSED MILK,PRODUCT > SPREAD CHEESE,1,70,70,11811,1.0,1.0,2.4
PRODUCT > BROWN BREAD,PRODUCT > SPREAD CHEESE,5,438,70,11811,1.0,1.0,1.9
PRODUCT > HARD CHEESE,PRODUCT > SPREAD CHEESE,1,167,70,11811,1.0,1.0,1.0
PRODUCT > SAUSAGE,PRODUCT > SPREAD CHEESE,4,650,70,11811,1.0,1.0,1.0
PRODUCT > CHEWING GUM,PRODUCT > SWEET SPREADS,1,116,58,11811,1.0,0.0,1.8
PRODUCT > BAKING POWDER,PRODUCT > SWEET SPREADS,1,117,58,11811,1.0,0.0,1.7
"PRODUCT > CREAM CHEESE ",PRODUCT > SWEET SPREADS,2,281,58,11811,1.0,0.0,1.4
PRODUCT > SPECIALTY CHOCOLATE,PRODUCT > SWEET SPREADS,1,171,58,11811,1.0,0.0,1.2
PRODUCT > HYGIENE ARTICLES,PRODUCT > SWEET SPREADS,1,183,58,11811,1.0,0.0,1.1
PRODUCT > NAPKINS,PRODUCT > SWEET SPREADS,2,281,58,11811,1.0,0.0,1.4
PRODUCT > HAM,PRODUCT > SWEET SPREADS,1,184,58,11811,1.0,0.0,1.1
PRODUCT > MARGARINE,PRODUCT > SWEET SPREADS,3,386,58,11811,1.0,0.0,1.6
PRODUCT > FLOUR,PRODUCT > SWEET SPREADS,1,123,58,11811,1.0,0.0,1.7
PRODUCT > POT PLANTS,PRODUCT > SWEET SPREADS,1,76,58,11811,1.0,0.0,2.7
PRODUCT > WHITE BREAD,PRODUCT > SWEET SPREADS,3,283,58,11811,1.0,0.0,2.2
PRODUCT > MISC. BEVERAGES,PRODUCT > SWEET SPREADS,1,165,58,11811,1.0,0.0,1.2
PRODUCT > FROZEN VEGETABLES,PRODUCT > SWEET SPREADS,4,332,58,11811,1.0,0.0,2.5
PRODUCT > FRUIT/VEGETABLE JUICE,PRODUCT > SWEET SPREADS,4,456,58,11811,1.0,0.0,1.8
PRODUCT > SALTY SNACK,PRODUCT > SWEET SPREADS,2,208,58,11811,1.0,0.0,2.0
PRODUCT > LONG LIFE BAKERY PRODUCT,PRODUCT > SWEET SPREADS,3,224,58,11811,1.0,0.0,2.7
PRODUCT > CHOCOLATE,PRODUCT > SWEET SPREADS,3,270,58,11811,1.0,0.0,2.3
PRODUCT > COFFEE,PRODUCT > CONDENSED MILK,5,350,67,11811,1.0,1.0,2.5
PRODUCT > CANNED FISH,PRODUCT > CONDENSED MILK,1,96,67,11811,1.0,1.0,1.8
PRODUCT > SEMI-FINISHED BREAD,PRODUCT > CONDENSED MILK,1,122,67,11811,1.0,1.0,1.4
PRODUCT > FROZEN DESSERT,PRODUCT > CONDENSED MILK,1,67,67,11811,1.0,1.0,2.6
PRODUCT > HAM,PRODUCT > CONDENSED MILK,1,184,67,11811,1.0,1.0,1.0
PRODUCT > UHT-MILK,PRODUCT > CONDENSED MILK,3,240,67,11811,1.0,1.0,2.2
PRODUCT > FROZEN MEALS,PRODUCT > CONDENSED MILK,1,176,67,11811,1.0,1.0,1.0
PRODUCT > SHOPPING BAGS,PRODUCT > FLOWER (SEEDS),3,442,45,11811,1.0,0.0,1.8
PRODUCT > ICE CREAM,PRODUCT > FLOWER (SEEDS),1,148,45,11811,1.0,0.0,1.8
PRODUCT > HYGIENE ARTICLES,PRODUCT > FLOWER (SEEDS),1,183,45,11811,1.0,0.0,1.4
PRODUCT > NEWSPAPERS,PRODUCT > FLOWER (SEEDS),3,378,45,11811,1.0,0.0,2.1
PRODUCT > SPECIALTY CHOCOLATE,PRODUCT > FLOWER (SEEDS),2,171,45,11811,1.0,0.0,3.1
PRODUCT > MISC. BEVERAGES,PRODUCT > FLOWER (SEEDS),1,165,45,11811,1.0,0.0,1.6
PRODUCT > BAKING POWDER,PRODUCT > FLOWER (SEEDS),1,117,45,11811,1.0,0.0,2.2
PRODUCT > PROCESSED CHEESE,PRODUCT > FLOWER (SEEDS),1,110,45,11811,1.0,0.0,2.4
PRODUCT > NAPKINS,PRODUCT > FLOWER (SEEDS),2,281,45,11811,1.0,0.0,1.9
PRODUCT > WHITE WINE,PRODUCT > FLOWER (SEEDS),1,106,45,11811,1.0,0.0,2.5
PRODUCT > GRAPES,PRODUCT > FROZEN DESSERT,1,156,73,11811,1.0,1.0,1.0
PRODUCT > MARGARINE,PRODUCT > FROZEN DESSERT,5,386,73,11811,1.0,1.0,2.1
PRODUCT > SLICED CHEESE,PRODUCT > FROZEN DESSERT,1,166,73,11811,1.0,1.0,1.0
PRODUCT > FROZEN FISH,PRODUCT > FROZEN DESSERT,1,83,73,11811,1.0,1.0,1.9
PRODUCT > DOMESTIC EGGS,PRODUCT > FROZEN DESSERT,4,444,73,11811,1.0,1.0,1.5
PRODUCT > CHEWING GUM,PRODUCT > FROZEN DESSERT,1,116,73,11811,1.0,1.0,1.4
PRODUCT > WHITE BREAD,PRODUCT > FROZEN DESSERT,2,283,73,11811,1.0,1.0,1.1
PRODUCT > PASTRY,PRODUCT > FROZEN DESSERT,4,567,73,11811,1.0,1.0,1.1
PRODUCT > MUSTARD,PRODUCT > FROZEN DESSERT,1,84,73,11811,1.0,1.0,1.9
PRODUCT > PACKAGED FRUIT/VEGETABLES,PRODUCT > FROZEN DESSERT,1,93,73,11811,1.0,1.0,1.7
PRODUCT > FROZEN VEGETABLES,PRODUCT > FROZEN DESSERT,3,332,73,11811,1.0,1.0,1.5
PRODUCT > FROZEN MEALS,PRODUCT > FROZEN DESSERT,2,176,73,11811,1.0,1.0,1.8
PRODUCT > ROLLS/BUNS,PRODUCT > FROZEN DESSERT,8,1139,73,11811,1.0,1.0,1.1
PRODUCT > HARD CHEESE,PRODUCT > FROZEN DESSERT,1,167,73,11811,1.0,1.0,1.0
PRODUCT > FLOUR,PRODUCT > FROZEN DESSERT,1,123,73,11811,1.0,1.0,1.3
PRODUCT > SODA,PRODUCT > INSTANT COFFEE,7,1026,43,11811,1.0,0.0,1.9
PRODUCT > HARD CHEESE,PRODUCT > INSTANT COFFEE,1,167,43,11811,1.0,0.0,1.6
PRODUCT > CANNED FISH,PRODUCT > INSTANT COFFEE,1,96,43,11811,1.0,0.0,2.9
PRODUCT > CONDENSED MILK,PRODUCT > INSTANT COFFEE,1,70,43,11811,1.0,0.0,3.9
PRODUCT > SPECIALTY BAR,PRODUCT > INSTANT COFFEE,1,144,43,11811,1.0,0.0,1.9
PRODUCT > FROZEN VEGETABLES,PRODUCT > INSTANT COFFEE,2,332,43,11811,1.0,0.0,1.7
PRODUCT > MISC. BEVERAGES,PRODUCT > INSTANT COFFEE,1,165,43,11811,1.0,0.0,1.7
PRODUCT > PICKLED VEGETABLES,PRODUCT > INSTANT COFFEE,1,122,43,11811,1.0,0.0,2.3
PRODUCT > FROZEN MEALS,PRODUCT > INSTANT COFFEE,1,176,43,11811,1.0,0.0,1.6
PRODUCT > BOTTLED WATER,PRODUCT > INSTANT COFFEE,4,685,43,11811,1.0,0.0,1.6
PRODUCT > DISHES,PRODUCT > KITCHEN TOWELS,1,80,35,11811,1.0,0.0,4.2
PRODUCT > HYGIENE ARTICLES,PRODUCT > KITCHEN TOWELS,2,183,35,11811,1.0,0.0,3.7
PRODUCT > CAKE BAR,PRODUCT > KITCHEN TOWELS,1,87,35,11811,1.0,0.0,3.9
PRODUCT > NAPKINS,PRODUCT > KITCHEN TOWELS,3,281,35,11811,1.0,0.0,3.6
PRODUCT > RED/BLUSH WINE,PRODUCT > KITCHEN TOWELS,1,118,35,11811,1.0,0.0,2.9
PRODUCT > DETERGENT,PRODUCT > KITCHEN TOWELS,1,106,35,11811,1.0,0.0,3.2
PRODUCT > SALTY SNACK,PRODUCT > KITCHEN TOWELS,2,208,35,11811,1.0,0.0,3.2
PRODUCT > ICE CREAM,PRODUCT > KITCHEN TOWELS,2,148,35,11811,1.0,0.0,4.6
PRODUCT > NEWSPAPERS,PRODUCT > KITCHEN TOWELS,2,378,35,11811,1.0,0.0,1.8
PRODUCT > CANNED BEER,PRODUCT > MALE COSMETICS,4,310,24,11811,1.0,0.0,6.4
PRODUCT > BEVERAGES,PRODUCT > MALE COSMETICS,1,159,24,11811,1.0,0.0,3.1
PRODUCT > MUSTARD,PRODUCT > MALE COSMETICS,1,84,24,11811,1.0,0.0,5.9
PRODUCT > HYGIENE ARTICLES,PRODUCT > MALE COSMETICS,1,183,24,11811,1.0,0.0,2.7
PRODUCT > SPECIALTY CHOCOLATE,PRODUCT > MALE COSMETICS,1,171,24,11811,1.0,0.0,2.9
PRODUCT > HYGIENE ARTICLES,PRODUCT > PUDDING POWDER,1,183,17,11811,1.0,0.0,3.8
PRODUCT > CURD,PRODUCT > PUDDING POWDER,3,376,17,11811,1.0,0.0,5.5
PRODUCT > OIL,PRODUCT > PUDDING POWDER,2,194,17,11811,1.0,0.0,7.2
PRODUCT > BAKING POWDER,PRODUCT > PUDDING POWDER,1,117,17,11811,1.0,0.0,5.9
PRODUCT > PROCESSED CHEESE,PRODUCT > RED/BLUSH WINE,1,110,101,11811,1.0,1.0,1.1
PRODUCT > HERBS,PRODUCT > RED/BLUSH WINE,1,108,101,11811,1.0,1.0,1.1
PRODUCT > SPECIALTY CHOCOLATE,PRODUCT > RED/BLUSH WINE,2,171,101,11811,1.0,1.0,1.4
PRODUCT > BROWN BREAD,PRODUCT > RED/BLUSH WINE,5,438,101,11811,1.0,1.0,1.3
PRODUCT > CHICKEN,PRODUCT > RED/BLUSH WINE,3,277,101,11811,1.0,1.0,1.3
PRODUCT > FROZEN FISH,PRODUCT > RED/BLUSH WINE,1,83,101,11811,1.0,1.0,1.4
PRODUCT > HYGIENE ARTICLES,PRODUCT > RED/BLUSH WINE,2,183,101,11811,1.0,1.0,1.3
PRODUCT > CHEWING GUM,PRODUCT > RED/BLUSH WINE,1,116,101,11811,1.0,1.0,1.0
PRODUCT > LONG LIFE BAKERY PRODUCT,PRODUCT > RED/BLUSH WINE,2,224,101,11811,1.0,1.0,1.0
PRODUCT > NEWSPAPERS,PRODUCT > RED/BLUSH WINE,5,378,101,11811,1.0,1.0,1.5
